Graph,Dc#Collection,C#Nodes,C#Edges,C#Density,C#Maximum degree,C#Minimum degree,C#Average degree,C#Assortativity,C#Total triangles,C#Average triangles,C#Maximum triangles,C#Avg. clustering coef.,C#Frac. closed triangles,C#Maximum k-core,C#Max. clique (lb),C#Upper bound of Chromatic number
ENZYMES-g432,Cheminformatics,19,78,0.4561,5,0,4.11,-0.04,69,3.63,5,0.568,0.556,3,2,5
ENZYMES-g433,Cheminformatics,22,92,0.3983,6,0,4.18,-0.03,81,3.68,7,0.555,0.533,3,2,5
ENZYMES-g434,Cheminformatics,43,140,0.155,5,0,3.26,-0.01,62,1.44,4,0.31,0.35,3,2,4
ENZYMES-g435,Cheminformatics,24,92,0.3333,7,0,3.83,-0.05,38,1.58,6,0.242,0.271,3,2,4
ENZYMES-g436,Cheminformatics,15,66,0.6286,7,0,4.4,-0.06,52,3.47,7,0.488,0.452,3,2,4
ENZYMES-g437,Cheminformatics,14,46,0.5055,5,0,3.29,-0.05,14,1,4,0.205,0.264,3,1,3
ENZYMES-g438,Cheminformatics,48,198,0.1755,9,0,4.13,-0.03,96,2,10,0.287,0.257,3,2,5
ENZYMES-g439,Cheminformatics,46,198,0.1913,9,0,4.3,-0.03,99,2.15,12,0.26,0.253,3,2,5
ENZYMES-g44,Cheminformatics,45,190,0.1919,6,0,4.22,-0.01,104,2.31,7,0.334,0.321,3,2,5
ENZYMES-g440,Cheminformatics,26,100,0.3077,7,0,3.85,-0.06,36,1.38,5,0.207,0.231,3,2,4
ENZYMES-g441,Cheminformatics,25,112,0.3733,8,0,4.48,-0.04,91,3.64,10,0.509,0.429,3,2,5
ENZYMES-g442,Cheminformatics,44,190,0.2008,9,0,4.32,-0.04,102,2.32,9,0.291,0.277,3,2,5
ENZYMES-g443,Cheminformatics,39,152,0.2051,7,0,3.9,-0.03,51,1.31,4,0.238,0.213,3,2,5
ENZYMES-g444,Cheminformatics,39,158,0.2132,8,0,4.05,-0.04,57,1.46,4,0.267,0.217,3,2,4
ENZYMES-g445,Cheminformatics,27,102,0.2906,8,0,3.78,-0.03,38,1.41,7,0.236,0.236,3,2,5
ENZYMES-g446,Cheminformatics,26,116,0.3569,7,0,4.46,-0.04,76,2.92,7,0.391,0.35,3,2,4
ENZYMES-g447,Cheminformatics,25,112,0.3733,7,0,4.48,-0.03,80,3.2,9,0.397,0.381,4,2,4
ENZYMES-g448,Cheminformatics,39,146,0.197,7,0,3.74,-0.03,40,1.03,4,0.205,0.174,3,1,5
ENZYMES-g449,Cheminformatics,26,114,0.3508,7,0,4.38,-0.03,72,2.77,7,0.363,0.344,3,2,4
ENZYMES-g45,Cheminformatics,46,194,0.1874,6,0,4.22,-0.01,101,2.2,7,0.318,0.304,3,2,4
ENZYMES-g450,Cheminformatics,26,116,0.3569,8,0,4.46,-0.04,88,3.38,10,0.455,0.4,3,2,5
ENZYMES-g451,Cheminformatics,26,102,0.3138,6,0,3.92,-0.06,51,1.96,4,0.391,0.336,3,2,4
ENZYMES-g452,Cheminformatics,34,108,0.1925,5,0,3.18,-0.02,29,0.85,3,0.181,0.23,3,1,4
ENZYMES-g453,Cheminformatics,20,90,0.4737,7,0,4.5,-0.07,60,3,7,0.445,0.357,3,2,4
ENZYMES-g454,Cheminformatics,20,78,0.4105,8,0,3.9,-0.02,35,1.75,7,0.269,0.28,3,1,4
ENZYMES-g455,Cheminformatics,19,74,0.4327,6,0,3.89,-0.03,26,1.37,5,0.267,0.228,3,2,4
ENZYMES-g456,Cheminformatics,18,68,0.4444,5,0,3.78,-0.04,17,0.94,3,0.219,0.175,3,1,4
ENZYMES-g457,Cheminformatics,33,84,0.1591,6,0,2.55,-0.03,9,0.27,3,0.034,0.108,2,1,4
ENZYMES-g458,Cheminformatics,15,58,0.5524,6,0,3.87,-0.1,27,1.8,6,0.303,0.325,3,2,4
ENZYMES-g459,Cheminformatics,34,154,0.2745,7,0,4.53,-0.04,73,2.15,5,0.27,0.265,3,1,4
ENZYMES-g46,Cheminformatics,44,190,0.2008,7,0,4.32,-0.01,104,2.36,6,0.32,0.311,3,2,5
ENZYMES-g460,Cheminformatics,28,130,0.3439,7,0,4.64,-0.04,73,2.61,6,0.296,0.284,3,2,5
ENZYMES-g461,Cheminformatics,34,158,0.2816,8,0,4.65,-0.01,140,4.12,8,0.483,0.465,4,2,5
ENZYMES-g462,Cheminformatics,15,60,0.5714,6,0,4,-0.09,39,2.6,6,0.388,0.429,3,2,4
ENZYMES-g463,Cheminformatics,14,52,0.5714,5,0,3.71,-0.07,37,2.64,6,0.483,0.487,3,2,4
ENZYMES-g464,Cheminformatics,20,90,0.4737,7,0,4.5,-0.07,60,3,7,0.445,0.357,3,2,4
ENZYMES-g465,Cheminformatics,52,198,0.1493,6,0,3.81,-0.02,65,1.25,4,0.231,0.224,3,1,4
ENZYMES-g466,Cheminformatics,20,76,0.4,6,0,3.8,-0.03,26,1.3,4,0.193,0.232,3,1,4
ENZYMES-g467,Cheminformatics,20,82,0.4316,6,0,4.1,-0.02,44,2.2,5,0.308,0.331,3,1,4
ENZYMES-g468,Cheminformatics,20,74,0.3895,6,0,3.7,-0.03,20,1,4,0.137,0.187,3,1,3
ENZYMES-g469,Cheminformatics,17,60,0.4412,5,0,3.53,-0.06,45,2.65,4,0.582,0.592,3,2,4
ENZYMES-g47,Cheminformatics,30,102,0.2345,5,0,3.4,-0.03,71,2.37,4,0.583,0.573,3,2,4
ENZYMES-g470,Cheminformatics,12,48,0.7273,5,0,4,-0.14,34,2.83,5,0.556,0.557,3,2,4
ENZYMES-g471,Cheminformatics,24,74,0.2681,4,0,3.08,-0.09,7,0.29,2,0.063,0.089,3,1,3
ENZYMES-g472,Cheminformatics,46,186,0.1797,6,0,4.04,-0.01,180,3.91,8,0.67,0.596,3,2,5
ENZYMES-g473,Cheminformatics,13,52,0.6667,6,0,4,-0.06,48,3.69,6,0.628,0.585,3,2,4
ENZYMES-g474,Cheminformatics,24,90,0.3261,7,0,3.75,-0.04,54,2.25,6,0.341,0.388,3,2,4
ENZYMES-g475,Cheminformatics,12,46,0.697,5,0,3.83,-0.12,31,2.58,5,0.528,0.534,3,2,4
ENZYMES-g476,Cheminformatics,12,48,0.7273,5,0,4,-0.09,51,4.25,7,0.625,0.689,4,3,5
ENZYMES-g477,Cheminformatics,14,52,0.5714,5,0,3.71,-0.06,42,3,6,0.567,0.583,3,2,5
ENZYMES-g478,Cheminformatics,20,76,0.4,6,0,3.8,-0.03,23,1.15,4,0.217,0.204,3,1,4
ENZYMES-g479,Cheminformatics,28,98,0.2593,4,0,3.5,-0.03,14,0.5,2,0.113,0.114,3,1,4
ENZYMES-g48,Cheminformatics,32,114,0.2298,5,0,3.56,-0.04,82,2.56,6,0.563,0.577,3,2,4
ENZYMES-g480,Cheminformatics,24,76,0.2754,4,0,3.17,-0.09,13,0.54,3,0.09,0.153,3,2,4
ENZYMES-g481,Cheminformatics,12,48,0.7273,6,0,4,-0.06,45,3.75,6,0.653,0.584,3,2,4
ENZYMES-g482,Cheminformatics,26,88,0.2708,5,0,3.38,-0.05,25,0.96,4,0.163,0.219,3,2,3
ENZYMES-g483,Cheminformatics,22,92,0.3983,6,0,4.18,-0.04,53,2.41,6,0.306,0.356,3,2,4
ENZYMES-g484,Cheminformatics,60,160,0.0904,6,0,2.67,-0.01,21,0.35,2,0.153,0.126,2,1,4
ENZYMES-g485,Cheminformatics,39,144,0.1943,7,0,3.69,-0.04,54,1.38,5,0.243,0.262,3,2,4
ENZYMES-g486,Cheminformatics,26,102,0.3138,6,0,3.92,-0.06,40,1.54,5,0.197,0.255,4,2,3
ENZYMES-g487,Cheminformatics,15,54,0.5143,6,0,3.6,-0.07,45,3,7,0.698,0.652,3,2,4
ENZYMES-g488,Cheminformatics,25,84,0.28,5,0,3.36,-0.04,60,2.4,6,0.588,0.583,3,2,4
ENZYMES-g489,Cheminformatics,35,122,0.205,5,0,3.49,-0.03,84,2.4,5,0.537,0.542,3,2,4
ENZYMES-g49,Cheminformatics,33,128,0.2424,5,0,3.88,-0.03,112,3.39,7,0.596,0.609,3,2,4
ENZYMES-g490,Cheminformatics,35,134,0.2252,6,0,3.83,-0.05,100,2.86,7,0.552,0.521,3,2,4
ENZYMES-g491,Cheminformatics,38,140,0.1991,5,0,3.68,-0.03,120,3.16,6,0.649,0.609,3,2,4
ENZYMES-g492,Cheminformatics,38,158,0.2248,7,0,4.16,-0.01,120,3.16,7,0.51,0.444,3,2,5
ENZYMES-g493,Cheminformatics,33,136,0.2576,6,0,4.12,-0.03,127,3.85,8,0.613,0.585,3,2,4
ENZYMES-g494,Cheminformatics,32,122,0.246,5,0,3.81,-0.03,96,3,6,0.547,0.536,3,2,5
ENZYMES-g495,Cheminformatics,42,154,0.1789,6,0,3.67,-0.02,114,2.71,5,0.564,0.535,3,2,4
ENZYMES-g496,Cheminformatics,42,152,0.1765,6,0,3.62,-0.03,104,2.48,6,0.529,0.505,3,2,4
ENZYMES-g497,Cheminformatics,41,156,0.1902,5,0,3.8,-0.03,116,2.83,6,0.528,0.518,3,2,4
ENZYMES-g498,Cheminformatics,40,144,0.1846,5,0,3.6,-0.02,105,2.63,5,0.563,0.538,3,2,5
ENZYMES-g499,Cheminformatics,38,152,0.2162,7,0,4,-0.02,120,3.16,6,0.547,0.49,3,2,5
ENZYMES-g5,Cheminformatics,23,90,0.3557,6,0,3.91,-0.04,81,3.52,7,0.662,0.591,3,2,4
ENZYMES-g50,Cheminformatics,9,30,0.8333,4,0,3.33,-0.15,25,2.78,3.5,0.741,0.758,3,2,4
ENZYMES-g500,Cheminformatics,43,196,0.2171,6,0,4.56,-0.01,159,3.7,7,0.478,0.434,4,2,4
ENZYMES-g501,Cheminformatics,66,160,0.0746,6,0,2.42,0,6,0.09,2,0.01,0.04,3,1,3
ENZYMES-g502,Cheminformatics,36,146,0.2317,6,0,4.06,-0.03,118,3.28,7,0.519,0.506,3,2,5
ENZYMES-g503,Cheminformatics,46,166,0.1604,6,0,3.61,-0.03,78,1.7,5,0.389,0.35,3,2,4
ENZYMES-g504,Cheminformatics,66,240,0.1119,7,0,3.64,-0.02,22,0.33,3,0.081,0.063,3,1,4
ENZYMES-g505,Cheminformatics,21,86,0.4095,6,0,4.1,-0.05,59,2.81,5.5,0.469,0.437,3,2,4
ENZYMES-g506,Cheminformatics,22,98,0.4242,6,0,4.45,-0.03,74,3.36,6,0.445,0.42,3,2,4
ENZYMES-g507,Cheminformatics,21,92,0.4381,6,0,4.38,-0.04,77,3.67,6,0.488,0.481,3,2,4
ENZYMES-g508,Cheminformatics,21,96,0.4571,6,0,4.57,-0.04,77,3.67,6,0.444,0.44,3,2,4
ENZYMES-g509,Cheminformatics,41,176,0.2146,6,0,4.29,-0.01,65,1.59,3,0.246,0.212,3,1,5
ENZYMES-g51,Cheminformatics,27,94,0.2678,6,0,3.48,-0.07,35,1.3,3,0.377,0.302,3,2,4
ENZYMES-g510,Cheminformatics,29,130,0.3202,7,0,4.48,-0.03,104,3.59,8,0.484,0.448,4,2,5
ENZYMES-g511,Cheminformatics,30,134,0.308,7,0,4.47,-0.03,101,3.37,8,0.475,0.421,3,2,5
ENZYMES-g512,Cheminformatics,30,136,0.3126,7,0,4.53,-0.03,107,3.57,8,0.484,0.43,3,2,4
ENZYMES-g513,Cheminformatics,41,184,0.2244,6,0,4.49,-0.03,138,3.37,8,0.453,0.416,3,2,5
ENZYMES-g514,Cheminformatics,37,176,0.2643,7,0,4.76,-0.03,153,4.14,7,0.488,0.441,3,2,5
ENZYMES-g515,Cheminformatics,26,102,0.3138,7,0,3.92,-0.05,75,2.88,6,0.539,0.466,3,2,4
ENZYMES-g516,Cheminformatics,37,142,0.2132,6,0,3.84,-0.02,120,3.24,6,0.613,0.566,3,2,5
ENZYMES-g517,Cheminformatics,50,178,0.1453,5,0,3.56,-0.02,22,0.44,2,0.118,0.094,3,1,4
ENZYMES-g518,Cheminformatics,27,112,0.3191,5,0,4.15,-0.04,92,3.41,6,0.551,0.514,3,2,5
ENZYMES-g519,Cheminformatics,34,154,0.2745,7,0,4.53,-0.03,120,3.53,8,0.434,0.436,3,2,5
ENZYMES-g52,Cheminformatics,39,170,0.2294,7,0,4.36,-0.01,156,4,9,0.551,0.517,3,2,5
ENZYMES-g520,Cheminformatics,32,148,0.2984,7,0,4.63,-0.03,123,3.84,8,0.448,0.452,3,2,5
ENZYMES-g521,Cheminformatics,35,158,0.2655,7,0,4.51,-0.02,133,3.8,8,0.477,0.462,3,2,5
ENZYMES-g522,Cheminformatics,37,164,0.2462,7,0,4.43,-0.02,130,3.51,8,0.463,0.447,3,2,4
ENZYMES-g523,Cheminformatics,48,222,0.1968,6,0,4.63,-0.03,112,2.33,6,0.286,0.273,3,2,5
ENZYMES-g524,Cheminformatics,41,148,0.1805,5,0,3.61,-0.02,114,2.78,6,0.584,0.57,3,2,4
ENZYMES-g525,Cheminformatics,29,132,0.3251,7,0,4.55,-0.04,103,3.55,8,0.483,0.431,3,2,4
ENZYMES-g526,Cheminformatics,58,220,0.1331,7,0,3.79,-0.02,66,1.14,3,0.208,0.204,3,1,4
ENZYMES-g527,Cheminformatics,57,214,0.1341,8,0,3.75,-0.03,80,1.4,4,0.27,0.25,3,2,4
ENZYMES-g528,Cheminformatics,21,106,0.5048,7,0,5.05,-0.06,92,4.38,8,0.467,0.426,4,2,5
ENZYMES-g529,Cheminformatics,18,86,0.5621,7,0,4.78,-0.08,63,3.5,6.5,0.431,0.396,3,2,5
ENZYMES-g53,Cheminformatics,16,62,0.5167,6,0,3.88,-0.1,31,1.94,6,0.308,0.356,3,2,4
ENZYMES-g530,Cheminformatics,42,166,0.1928,5,0,3.95,-0.03,67,1.6,3,0.262,0.273,3,1,4
ENZYMES-g531,Cheminformatics,40,164,0.2103,5,0,4.1,-0.03,64,1.6,3,0.24,0.255,3,1,4
ENZYMES-g532,Cheminformatics,74,240,0.0889,7,0,3.24,-0.01,48,0.65,4,0.092,0.138,3,1,4
ENZYMES-g533,Cheminformatics,44,170,0.1797,6,0,3.86,-0.04,58,1.32,3,0.253,0.226,3,1,4
ENZYMES-g534,Cheminformatics,44,198,0.2093,6,0,4.5,-0.03,70,1.59,4,0.202,0.197,3,1,4
ENZYMES-g535,Cheminformatics,40,168,0.2154,6,0,4.2,-0.02,141,3.53,7,0.533,0.509,3,2,4
ENZYMES-g536,Cheminformatics,44,184,0.1945,7,0,4.18,-0.02,80,1.82,5,0.265,0.261,3,1,4
ENZYMES-g537,Cheminformatics,42,178,0.2067,8,0,4.24,-0.04,97,2.31,11.5,0.329,0.311,3,2,5
ENZYMES-g538,Cheminformatics,43,176,0.1949,7,0,4.09,-0.03,73,1.7,5,0.281,0.255,3,2,4
ENZYMES-g539,Cheminformatics,41,184,0.2244,6,0,4.49,-0.03,154,3.76,6,0.52,0.471,3,2,5
ENZYMES-g54,Cheminformatics,18,62,0.4052,6,0,3.44,-0.07,18,1,4,0.213,0.231,3,1,3
ENZYMES-g540,Cheminformatics,49,184,0.1565,6,0,3.76,-0.02,63,1.29,6,0.247,0.236,3,1,3
ENZYMES-g541,Cheminformatics,56,152,0.0987,6,0,2.71,-0.48,10,0.18,2,0.043,0.066,4,1,3
ENZYMES-g542,Cheminformatics,44,202,0.2135,7,0,4.59,-0.04,103,2.34,5,0.325,0.281,3,1,5
ENZYMES-g543,Cheminformatics,42,152,0.1765,6,0,3.62,-0.02,123,2.93,6,0.629,0.591,3,2,5
ENZYMES-g544,Cheminformatics,41,158,0.1927,6,0,3.85,-0.02,144,3.51,6,0.641,0.608,3,2,5
ENZYMES-g545,Cheminformatics,41,154,0.1878,6,0,3.76,-0.02,135,3.29,6,0.637,0.603,3,2,4
ENZYMES-g546,Cheminformatics,44,164,0.1734,6,0,3.73,-0.02,138,3.14,7,0.627,0.582,3,2,5
ENZYMES-g547,Cheminformatics,39,164,0.2213,6,0,4.21,-0.01,50,1.28,6,0.146,0.179,3,2,4
ENZYMES-g548,Cheminformatics,25,90,0.3,5,0,3.6,-0.05,65,2.6,5,0.553,0.58,3,2,5
ENZYMES-g549,Cheminformatics,25,94,0.3133,5,0,3.76,-0.04,77,3.08,6,0.59,0.611,3,2,5
ENZYMES-g55,Cheminformatics,7,24,1.1429,6,0,3.43,-0.16,18,2.57,5,0.667,0.6,3,2,4
ENZYMES-g550,Cheminformatics,26,90,0.2769,5,0,3.46,-0.05,62,2.38,5,0.538,0.579,3,2,4
ENZYMES-g551,Cheminformatics,52,196,0.1478,6,0,3.77,-0.03,70,1.35,6,0.212,0.24,3,2,5
ENZYMES-g552,Cheminformatics,41,172,0.2098,7,0,4.2,-0.02,143,3.49,9,0.535,0.485,3,2,5
ENZYMES-g553,Cheminformatics,45,164,0.1657,6,0,3.64,-0.02,135,3,7,0.607,0.592,3,2,4
ENZYMES-g554,Cheminformatics,31,128,0.2753,6,0,4.13,-0.04,63,2.03,4.5,0.344,0.315,3,2,4
ENZYMES-g555,Cheminformatics,26,92,0.2831,5,0,3.54,-0.03,71,2.73,5,0.571,0.597,3,2,5
ENZYMES-g556,Cheminformatics,26,96,0.2954,5,0,3.69,-0.03,83,3.19,6,0.607,0.624,3,2,5
ENZYMES-g557,Cheminformatics,52,198,0.1493,6,0,3.81,-0.03,73,1.4,5,0.226,0.254,3,2,4
ENZYMES-g558,Cheminformatics,50,186,0.1518,6,0,3.72,-0.03,53,1.06,4,0.186,0.204,3,1,4
ENZYMES-g559,Cheminformatics,38,134,0.1906,6,0,3.53,-0.03,34,0.89,6,0.205,0.199,3,2,4
ENZYMES-g56,Cheminformatics,18,74,0.4837,7,0,4.11,-0.05,65,3.61,8,0.606,0.551,3,2,4
ENZYMES-g560,Cheminformatics,37,134,0.2012,6,0,3.62,-0.04,35,0.95,6,0.172,0.198,3,2,4
ENZYMES-g561,Cheminformatics,27,104,0.2963,5,0,3.85,-0.04,89,3.3,6,0.595,0.597,3,2,4
ENZYMES-g562,Cheminformatics,29,110,0.2709,6,0,3.79,-0.05,91,3.14,5,0.61,0.576,3,2,4
ENZYMES-g563,Cheminformatics,48,160,0.1418,7,0,3.33,-0.04,7,0.15,1.5,0.034,0.035,2,1,4
ENZYMES-g564,Cheminformatics,40,148,0.1897,6,0,3.7,-0.03,35,0.88,2.5,0.174,0.174,3,2,4
ENZYMES-g565,Cheminformatics,19,68,0.3977,5,0,3.58,-0.04,51,2.68,5,0.595,0.567,3,2,4
ENZYMES-g566,Cheminformatics,14,66,0.7253,6,0,4.71,-0.06,56,4,7,0.48,0.452,3,2,4
ENZYMES-g567,Cheminformatics,13,62,0.7949,6,0,4.77,-0.06,53,4.08,7,0.473,0.449,4,2,4
ENZYMES-g568,Cheminformatics,13,68,0.8718,7,0,5.23,-0.08,67,5.15,8,0.493,0.475,4,2,5
ENZYMES-g569,Cheminformatics,44,170,0.1797,6,0,3.86,-0.03,44,1,4,0.144,0.172,3,1,4
ENZYMES-g57,Cheminformatics,10,36,0.8,5,0,3.6,-0.16,27,2.7,4,0.667,0.614,3,2,4
ENZYMES-g570,Cheminformatics,45,156,0.1576,6,0,3.47,-0.04,60,1.33,3,0.332,0.3,3,1,4
ENZYMES-g571,Cheminformatics,46,164,0.1585,6,0,3.57,-0.03,84,1.83,6,0.403,0.37,3,2,5
ENZYMES-g572,Cheminformatics,47,158,0.1462,5,0,3.36,-0.03,50,1.06,3,0.258,0.26,3,1,4
ENZYMES-g573,Cheminformatics,47,164,0.1517,6,0,3.49,-0.02,65,1.38,6,0.285,0.301,3,2,5
ENZYMES-g574,Cheminformatics,42,180,0.2091,6,0,4.29,-0.02,89,2.12,4,0.305,0.291,3,1,4
ENZYMES-g575,Cheminformatics,51,220,0.1725,6,0,4.31,-0.03,86,1.69,5,0.218,0.224,4,2,4
ENZYMES-g576,Cheminformatics,27,102,0.2906,5,0,3.78,-0.05,72,2.67,7,0.525,0.5,3,2,5
ENZYMES-g577,Cheminformatics,27,104,0.2963,6,0,3.85,-0.05,72,2.67,7,0.481,0.474,3,2,5
ENZYMES-g578,Cheminformatics,60,206,0.1164,6,0,3.43,-0.02,42,0.7,3,0.121,0.153,3,2,4
ENZYMES-g579,Cheminformatics,28,106,0.2804,6,0,3.79,-0.05,72,2.57,8,0.514,0.474,3,2,4
ENZYMES-g58,Cheminformatics,21,100,0.4762,6,0,4.76,-0.05,117,5.57,10,0.627,0.606,4,3,5
ENZYMES-g580,Cheminformatics,38,150,0.2134,7,0,3.95,-0.04,111,2.92,10,0.545,0.489,3,2,5
ENZYMES-g581,Cheminformatics,23,106,0.419,7,0,4.61,-0.06,89,3.87,7.5,0.499,0.476,3,2,4
ENZYMES-g582,Cheminformatics,18,74,0.4837,5,0,4.11,-0.09,46,2.56,5,0.411,0.426,3,2,4
ENZYMES-g583,Cheminformatics,45,194,0.196,7,0,4.31,-0.05,109,2.42,5,0.354,0.333,3,2,4
ENZYMES-g584,Cheminformatics,21,90,0.4286,6,0,4.29,-0.01,83,3.95,8,0.531,0.542,3,2,5
ENZYMES-g585,Cheminformatics,35,142,0.2387,7,0,4.06,-0.03,135,3.86,9,0.626,0.592,4,3,5
ENZYMES-g586,Cheminformatics,24,102,0.3696,6,0,4.25,-0.05,87,3.63,7,0.547,0.518,3,2,5
ENZYMES-g587,Cheminformatics,21,84,0.4,5,0,4,-0.06,67,3.19,6,0.546,0.532,3,2,4
ENZYMES-g588,Cheminformatics,21,84,0.4,7,0,4,-0.07,61,2.9,6,0.505,0.466,3,2,4
ENZYMES-g589,Cheminformatics,31,124,0.2667,5,0,4,-0.02,85,2.74,7,0.447,0.459,3,2,4
ENZYMES-g59,Cheminformatics,18,64,0.4183,5,0,3.56,-0.07,23,1.28,4,0.286,0.291,3,2,4
ENZYMES-g590,Cheminformatics,27,112,0.3191,6,0,4.15,-0.02,90,3.33,6,0.495,0.495,3,2,5
ENZYMES-g591,Cheminformatics,51,196,0.1537,6,0,3.84,-0.02,70,1.37,5,0.225,0.239,3,1,4
ENZYMES-g592,Cheminformatics,36,156,0.2476,7,0,4.33,-0.02,120,3.33,8,0.48,0.44,3,2,5
ENZYMES-g593,Cheminformatics,46,144,0.1391,6,0,3.13,-0.02,37,0.8,7,0.107,0.195,3,2,5
ENZYMES-g594,Cheminformatics,52,228,0.1719,8,0,4.38,-0.02,149,2.87,9,0.304,0.344,3,2,5
ENZYMES-g595,Cheminformatics,44,180,0.1903,7,0,4.09,-0.04,84,1.91,8,0.224,0.274,3,2,4
ENZYMES-g596,Cheminformatics,45,182,0.1838,8,0,4.04,-0.03,94,2.09,9,0.259,0.303,4,2,4
ENZYMES-g597,Cheminformatics,52,232,0.175,8,0,4.46,-0.02,155,2.98,11,0.301,0.348,4,3,5
ENZYMES-g598,Cheminformatics,55,200,0.1347,7,0,3.64,-0.03,52,0.95,4,0.143,0.176,3,1,3
ENZYMES-g599,Cheminformatics,51,190,0.149,9,0,3.73,-0.04,30,0.59,5,0.085,0.092,3,1,5
ENZYMES-g6,Cheminformatics,24,92,0.3333,6,0,3.83,-0.04,81,3.38,6,0.674,0.6,3,2,4
ENZYMES-g60,Cheminformatics,10,36,0.8,5,0,3.6,-0.16,27,2.7,4,0.667,0.614,3,2,4
ENZYMES-g600,Cheminformatics,47,156,0.1443,8,0,3.32,-0.04,18,0.38,4,0.073,0.074,3,1,4
ENZYMES-g61,Cheminformatics,9,32,0.8889,4,0,3.56,-0.17,27,3,4,0.722,0.75,3,2,4
ENZYMES-g62,Cheminformatics,39,140,0.1889,6,0,3.59,-0.03,107,2.74,6,0.613,0.585,3,2,5
ENZYMES-g63,Cheminformatics,33,110,0.2083,5,0,3.33,-0.03,71,2.15,4,0.56,0.546,3,2,4
ENZYMES-g64,Cheminformatics,29,98,0.2414,6,0,3.38,-0.04,68,2.34,6,0.603,0.562,3,2,4
ENZYMES-g65,Cheminformatics,24,78,0.2826,5,0,3.25,-0.04,50,2.08,5,0.563,0.568,3,2,4
ENZYMES-g66,Cheminformatics,25,86,0.2867,5,0,3.44,-0.03,59,2.36,5,0.583,0.557,3,2,4
ENZYMES-g67,Cheminformatics,30,108,0.2483,5,0,3.6,-0.03,84,2.8,5,0.607,0.579,3,2,4
ENZYMES-g68,Cheminformatics,38,150,0.2134,6,0,3.95,-0.03,63,1.66,5,0.263,0.28,3,2,5
ENZYMES-g69,Cheminformatics,28,110,0.291,6,0,3.93,-0.04,88,3.14,7,0.574,0.533,3,2,5
ENZYMES-g7,Cheminformatics,26,118,0.3631,7,0,4.54,-0.04,99,3.81,9,0.489,0.471,3,2,5
ENZYMES-g70,Cheminformatics,28,108,0.2857,5,0,3.86,-0.05,89,3.18,6,0.585,0.567,3,2,5
ENZYMES-g71,Cheminformatics,38,176,0.2504,7,0,4.63,-0.04,140,3.68,7,0.477,0.424,4,2,5
ENZYMES-g72,Cheminformatics,40,140,0.1795,5,0,3.5,-0.01,98,2.45,5,0.55,0.544,3,2,5
ENZYMES-g73,Cheminformatics,40,174,0.2231,6,0,4.35,-0.01,139,3.48,7,0.461,0.456,3,2,4
ENZYMES-g74,Cheminformatics,42,188,0.2184,6,0,4.48,-0.03,156,3.71,6.5,0.478,0.466,3,2,5
ENZYMES-g75,Cheminformatics,20,72,0.3789,6,0,3.6,-0.09,53,2.65,6.5,0.599,0.558,3,2,4
ENZYMES-g76,Cheminformatics,19,70,0.4094,6,0,3.68,-0.09,53,2.79,6.5,0.608,0.552,3,2,4
ENZYMES-g77,Cheminformatics,16,56,0.4667,5,0,3.5,-0.07,39,2.44,5,0.578,0.582,3,2,4
ENZYMES-g78,Cheminformatics,17,58,0.4265,5,0,3.41,-0.08,39,2.29,4,0.597,0.582,3,2,4
ENZYMES-g79,Cheminformatics,20,80,0.4211,5,0,4,-0.08,59,2.95,5,0.55,0.513,3,2,4
ENZYMES-g8,Cheminformatics,88,266,0.0695,8,0,3.02,-0.01,9,0.1,2,0.023,0.027,3,1,3
ENZYMES-g80,Cheminformatics,18,64,0.4183,5,0,3.56,-0.07,45,2.5,5,0.592,0.563,3,2,4
ENZYMES-g81,Cheminformatics,33,138,0.2614,6,0,4.18,-0.02,96,2.91,7,0.447,0.425,3,2,4
ENZYMES-g82,Cheminformatics,23,88,0.3478,5,0,3.83,-0.04,75,3.26,6,0.577,0.591,3,2,5
ENZYMES-g83,Cheminformatics,23,84,0.332,5,0,3.65,-0.04,63,2.74,5,0.561,0.558,3,2,4
ENZYMES-g84,Cheminformatics,35,148,0.2487,5,0,4.23,-0.04,112,3.2,6,0.486,0.469,3,2,4
ENZYMES-g85,Cheminformatics,33,136,0.2576,5,0,4.12,-0.05,106,3.21,6,0.523,0.502,3,2,4
ENZYMES-g86,Cheminformatics,39,138,0.1862,6,0,3.54,-0.04,100,2.56,6,0.603,0.568,3,2,4
ENZYMES-g87,Cheminformatics,40,146,0.1872,6,0,3.65,-0.03,101,2.53,6,0.562,0.518,3,2,5
ENZYMES-g88,Cheminformatics,38,182,0.2589,7,0,4.79,-0.04,158,4.16,7,0.51,0.441,4,2,5
ENZYMES-g89,Cheminformatics,40,188,0.241,8,0,4.7,-0.03,155,3.88,7.5,0.477,0.423,4,2,5
ENZYMES-g9,Cheminformatics,23,78,0.3083,5,0,3.39,-0.06,54,2.35,4,0.604,0.593,3,2,4
ENZYMES-g90,Cheminformatics,38,132,0.1878,5,0,3.47,-0.03,92,2.42,5,0.566,0.548,3,2,4
ENZYMES-g91,Cheminformatics,37,158,0.2372,7,0,4.27,-0.04,115,3.11,6,0.465,0.441,3,2,4
ENZYMES-g92,Cheminformatics,36,154,0.2444,7,0,4.28,-0.05,118,3.28,6,0.49,0.463,3,2,4
ENZYMES-g93,Cheminformatics,34,112,0.1996,5,0,3.29,-0.04,71,2.09,5,0.544,0.542,3,2,4
